Data_basis;Type_of_university;Subject_group;Reporting_country;Winter_semester;German_foreigner;Gender;Counting;Notes
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2019;Deutsch;weiblich;41;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2019;Ausländer;männlich;10;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2019;Ausländer;weiblich;12;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2007;Deutsch;männlich;2420;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2007;Deutsch;weiblich;2959;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2007;Ausländer;männlich;117;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2007;Ausländer;weiblich;148;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2008;Deutsch;männlich;2605;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2008;Deutsch;weiblich;3099;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2008;Ausländer;männlich;117;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2008;Ausländer;weiblich;157;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2009;Deutsch;männlich;2850;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2009;Deutsch;weiblich;3330;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2009;Ausländer;männlich;139;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2009;Ausländer;weiblich;206;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2010;Deutsch;männlich;2946;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2010;Deutsch;weiblich;3336;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2010;Ausländer;männlich;165;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2010;Ausländer;weiblich;262;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2011;Deutsch;männlich;2495;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2011;Deutsch;weiblich;3234;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2011;Ausländer;männlich;125;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2011;Ausländer;weiblich;200;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2012;Deutsch;männlich;2333;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2012;Deutsch;weiblich;3062;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2012;Ausländer;männlich;149;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2012;Ausländer;weiblich;231;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2013;Deutsch;männlich;1644;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2013;Deutsch;weiblich;2493;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2013;Ausländer;männlich;106;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2013;Ausländer;weiblich;199;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2014;Deutsch;männlich;1626;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2014;Deutsch;weiblich;2392;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2014;Ausländer;männlich;127;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2014;Ausländer;weiblich;225;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2015;Deutsch;männlich;1572;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2015;Deutsch;weiblich;2346;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2015;Ausländer;männlich;126;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2015;Ausländer;weiblich;266;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2016;Deutsch;männlich;1567;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2016;Deutsch;weiblich;2388;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2016;Ausländer;männlich;153;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2016;Ausländer;weiblich;280;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2017;Deutsch;männlich;1613;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2017;Deutsch;weiblich;2397;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2017;Ausländer;männlich;158;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2017;Ausländer;weiblich;317;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2018;Deutsch;männlich;1611;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2018;Deutsch;weiblich;2373;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2018;Ausländer;männlich;165;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2018;Ausländer;weiblich;318;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2019;Deutsch;männlich;1723;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2019;Deutsch;weiblich;2461;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2019;Ausländer;männlich;161;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Rechts-, Wirtschafts- und Sozialwissenschaften;Brandenburg;2019;Ausländer;weiblich;305;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2007;Deutsch;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2007;Deutsch;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2007;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2007;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2008;Deutsch;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2008;Deutsch;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2008;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2008;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2009;Deutsch;männlich;10;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2009;Deutsch;weiblich;4;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2009;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2009;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2010;Deutsch;männlich;15;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2010;Deutsch;weiblich;9;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2010;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2010;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2011;Deutsch;männlich;29;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2011;Deutsch;weiblich;15;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2011;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2011;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2012;Deutsch;männlich;36;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2012;Deutsch;weiblich;21;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2012;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2012;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2013;Deutsch;männlich;46;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2013;Deutsch;weiblich;22;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2013;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2013;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2014;Deutsch;männlich;54;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2014;Deutsch;weiblich;33;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2014;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2014;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2015;Deutsch;männlich;40;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2015;Deutsch;weiblich;28;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2015;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2015;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2016;Deutsch;männlich;62;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2016;Deutsch;weiblich;37;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2016;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2016;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2017;Deutsch;männlich;85;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2017;Deutsch;weiblich;44;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2017;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2017;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2018;Deutsch;männlich;79;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2018;Deutsch;weiblich;47;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2018;Ausländer;männlich;2;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2018;Ausländer;weiblich;1;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2019;Deutsch;männlich;80;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2019;Deutsch;weiblich;48;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2019;Ausländer;männlich;2;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Sport;Brandenburg;2019;Ausländer;weiblich;1;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2007;Deutsch;männlich;14;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2007;Deutsch;weiblich;21;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2007;Ausländer;männlich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2007;Ausländer;weiblich;5;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2008;Deutsch;männlich;21;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2008;Deutsch;weiblich;23;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2008;Ausländer;männlich;2;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2008;Ausländer;weiblich;6;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2009;Deutsch;männlich;18;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2009;Deutsch;weiblich;27;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2009;Ausländer;männlich;2;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2009;Ausländer;weiblich;1;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2010;Deutsch;männlich;15;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2010;Deutsch;weiblich;31;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2010;Ausländer;männlich;1;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2010;Ausländer;weiblich;4;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2011;Deutsch;männlich;20;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2011;Deutsch;weiblich;38;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2011;Ausländer;männlich;2;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2011;Ausländer;weiblich;7;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2012;Deutsch;männlich;23;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2012;Deutsch;weiblich;54;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2012;Ausländer;männlich;2;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2012;Ausländer;weiblich;9;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2013;Deutsch;männlich;29;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2013;Deutsch;weiblich;75;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2013;Ausländer;männlich;2;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2013;Ausländer;weiblich;9;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2014;Deutsch;männlich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2014;Deutsch;weiblich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2014;Ausländer;männlich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2014;Ausländer;weiblich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2015;Deutsch;männlich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2015;Deutsch;weiblich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2015;Ausländer;männlich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2015;Ausländer;weiblich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2016;Deutsch;männlich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2016;Deutsch;weiblich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2016;Ausländer;männlich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2016;Ausländer;weiblich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2017;Deutsch;männlich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2017;Deutsch;weiblich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2017;Ausländer;männlich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2017;Ausländer;weiblich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2018;Deutsch;männlich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2018;Deutsch;weiblich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2018;Ausländer;männlich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2018;Ausländer;weiblich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2019;Deutsch;männlich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2019;Deutsch;weiblich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2019;Ausländer;männlich;0;
Anzahl;Kunsthochschulen;Geisteswissenschaften;Brandenburg;2019;Ausländer;weiblich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2007;Deutsch;männlich;244;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2007;Deutsch;weiblich;186;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2007;Ausländer;männlich;26;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2007;Ausländer;weiblich;28;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2008;Deutsch;männlich;248;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2008;Deutsch;weiblich;202;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2008;Ausländer;männlich;24;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2008;Ausländer;weiblich;29;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2009;Deutsch;männlich;229;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2009;Deutsch;weiblich;203;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2009;Ausländer;männlich;30;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2009;Ausländer;weiblich;22;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2010;Deutsch;männlich;227;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2010;Deutsch;weiblich;203;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2010;Ausländer;männlich;30;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2010;Ausländer;weiblich;29;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2011;Deutsch;männlich;234;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2011;Deutsch;weiblich;190;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2011;Ausländer;männlich;31;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2011;Ausländer;weiblich;29;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2012;Deutsch;männlich;222;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2012;Deutsch;weiblich;193;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2012;Ausländer;männlich;27;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2012;Ausländer;weiblich;36;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2013;Deutsch;männlich;218;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2013;Deutsch;weiblich;180;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2013;Ausländer;männlich;32;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2013;Ausländer;weiblich;34;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2014;Deutsch;männlich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2014;Deutsch;weiblich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2014;Ausländer;männlich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2014;Ausländer;weiblich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2015;Deutsch;männlich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2015;Deutsch;weiblich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2015;Ausländer;männlich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2015;Ausländer;weiblich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2016;Deutsch;männlich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2016;Deutsch;weiblich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2016;Ausländer;männlich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2016;Ausländer;weiblich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2017;Deutsch;männlich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2017;Deutsch;weiblich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2017;Ausländer;männlich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2017;Ausländer;weiblich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2018;Deutsch;männlich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2018;Deutsch;weiblich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2018;Ausländer;männlich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2018;Ausländer;weiblich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2019;Deutsch;männlich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2019;Deutsch;weiblich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2019;Ausländer;männlich;0;
Anzahl;Kunsthochschulen;Kunst, Kunstwissenschaft;Brandenburg;2019;Ausländer;weiblich;0;
Anzahl;Universitäten;Agrar-, Forst- und Ernährungswissenschaften und (ab WS2015/16 auch) Veterinärmedizin;Brandenburg;2007;Deutsch;männlich;23;
Anzahl;Universitäten;Agrar-, Forst- und Ernährungswissenschaften und (ab WS2015/16 auch) Veterinärmedizin;Brandenburg;2007;Deutsch;weiblich;204;
Anzahl;Universitäten;Agrar-, Forst- und Ernährungswissenschaften und (ab WS2015/16 auch) Veterinärmedizin;Brandenburg;2007;Ausländer;männlich;7;
Anzahl;Universitäten;Agrar-, Forst- und Ernährungswissenschaften und (ab WS2015/16 auch) Veterinärmedizin;Brandenburg;2007;Ausländer;weiblich;12;
Anzahl;Universitäten;Agrar-, Forst- und Ernährungswissenschaften und (ab WS2015/16 auch) Veterinärmedizin;Brandenburg;2008;Deutsch;männlich;26;
Anzahl;Universitäten;Agrar-, Forst- und Ernährungswissenschaften und (ab WS2015/16 auch) Veterinärmedizin;Brandenburg;2008;Deutsch;weiblich;219;
Anzahl;Universitäten;Agrar-, Forst- und Ernährungswissenschaften und (ab WS2015/16 auch) Veterinärmedizin;Brandenburg;2008;Ausländer;männlich;4;
Anzahl;Universitäten;Agrar-, Forst- und Ernährungswissenschaften und (ab WS2015/16 auch) Veterinärmedizin;Brandenburg;2008;Ausländer;weiblich;16;
Anzahl;Universitäten;Agrar-, Forst- und Ernährungswissenschaften und (ab WS2015/16 auch) Veterinärmedizin;Brandenburg;2009;Deutsch;männlich;24;
